5.861638,-44.951378,28.186293,-4.501034,28.354654,-34.872414,2304.563,-353.096,301.963,-0.213944631,50.0225601,27.73692184
-2.505517,-38.318794,29.084742,-14.937931,24.309311,-31.369827,2270.473,-346.648,289.256,-0.213944631,50.0225601,27.73692184
24.708363,-29.259827,24.504311,-59.987068,35.997414,63.25,2271.951,-395.085,330.303,-0.213944631,50.0225601,27.73692184
11.36431,-29.483534,24.638018,-26.778103,30.458277,11.231034,2276.702,-383.734,300.452,-0.213944631,50.0225601,27.73692184
3.786207,-47.336121,23.669483,9.715344,33.289139,-4.305172,2325.618,-360.856,348.896,-0.213944631,50.0225601,27.73692184
-13.083103,-34.096809,23.592155,11.663276,24.963104,56.756897,2236.812,-340.786,378.471,-0.213944631,50.0225601,27.73692184
-21.918104,-33.068275,20.153276,36.440689,37.628792,59.890518,2229.838,-328.791,380.591,-0.213944631,50.0225601,27.73692184
-1.447241,-35.239395,13.261293,15.619138,46.379482,2.212931,2308.339,-373.54,352.75,-0.213944631,50.0225601,27.73692184
1.634483,-20.777586,31.348707,17.281034,-5.368448,-20.406034,2245.761,-405.905,315.506,-0.213944631,50.0225601,27.73692184
26.450432,-39.731636,37.337326,-42.649654,26.63069,-34.462933,2289.608,-350.673,256.933,-0.213944631,50.0225601,27.73692184
-0.720517,-52.728622,25.578878,-6.361034,43.078449,-4.294827,2315.826,-338.939,321.286,-0.213944631,50.0225601,27.73692184
7.939396,-38.606121,13.679224,1.19069,45.003105,-55.344826,2314.169,-341.859,304.802,-0.213944631,50.0225601,27.73692184
9.913448,-35.62138,36.726723,58.820171,-6.412241,-16.340517,2276.65,-381.424,369.019,-0.213944631,50.0225601,27.73692184
-3.401896,-29.849224,38.863964,-7.756034,5.13,22.819828,2249.44,-384.883,310.516,-0.213944631,50.0225601,27.73692184
-5.822328,-34.529743,51.149483,8.980862,-15.796552,3.583621,2248.656,-374.954,308.163,-0.213944631,50.0225601,27.73692184
-5.72069,-46.061378,29.233191,1.480862,33.626381,-1.822414,2295.061,-354.947,322.26,-0.213944631,50.0225601,27.73692184
4.2375,-56.991726,32.458191,-1.108448,41.196724,-28.753448,2330.712,-335.681,291.983,-0.213944631,50.0225601,27.73692184
4.466638,-39.636723,23.81638,11.072069,30.781034,-21.876724,2312.652,-373.141,325.806,-0.213944631,50.0225601,27.73692184
15.043448,-22.788363,25.731207,-25.853792,23.474483,-54.926723,2262.374,-364.347,257.009,-0.213944631,50.0225601,27.73692184
-0.703707,-28.041206,39.748447,-25.176207,-14.335862,-1.587069,2261.205,-395.326,298.19,-0.213944631,50.0225601,27.73692184
-6.559397,-13.415173,18.309052,12.868448,11.922414,23.30862,2210.778,-395.044,345.871,-0.213944631,50.0225601,27.73692184
-18.438879,-31.752155,27.5175,30.263275,23.436724,49.100861,2221.4,-335.327,367.915,-0.213944631,50.0225601,27.73692184
1.906552,-31.719828,29.234224,3.131379,26.770346,78.295692,2237.829,-365.335,348.73,-0.213944631,50.0225601,27.73692184
1.922586,-46.851982,29.378794,-21.641897,35.365345,31.705172,2284.751,-348.839,332.923,-0.213944631,50.0225601,27.73692184
8.090173,-45.816467,27.446638,-24.315517,42.061035,1.631034,2296.439,-343.623,301.812,-0.213944631,50.0225601,27.73692184
8.140603,-31.800259,28.010431,2.269655,22.923103,-7.837069,2293.787,-392.032,310.168,-0.213944631,50.0225601,27.73692184
24.644224,-32.543793,29.531897,-38.385517,28.846552,-40.875862,2281.583,-356.324,264.661,-0.213944631,50.0225601,27.73692184
9.98069,-27.894569,29.916723,-13.207759,10.748793,-32.127586,2275.798,-388.456,282.947,-0.213944631,50.0225601,27.73692184
-11.241724,-45.420517,19.071466,7.82069,43.589481,-3.2,2303.615,-348.635,343.124,-0.213944631,50.0225601,27.73692184
-11.113966,-52.481121,20.729742,11.989655,47.533966,76.128448,2289.559,-311.99,386.322,-0.213944631,50.0225601,27.73692184
2.403362,-36.949398,26.914913,-14.112931,34.174137,96.775864,2239.539,-340.592,359.11,-0.213944631,50.0225601,27.73692184
-6.108879,-28.258966,41.348534,-2.734655,-7.308104,38.268967,2235.777,-377.518,333.913,-0.213944631,50.0225601,27.73692184
-4.666811,-18.932844,39.200172,-2.107241,5.353965,-1.278448,2237.107,-391.811,262.907,-0.213944631,50.0225601,27.73692184
7.96681,-30.974224,40.398361,-16.009655,-5.352414,7.65431,2283.438,-402.788,305.232,-0.213944631,50.0225601,27.73692184
28.550173,-29.752501,22.259483,-29.280001,39.523449,-46.212933,2294.819,-355.218,268.474,-0.213944631,50.0225601,27.73692184
10.40069,-43.293102,21.793966,-3.86431,38.191036,-15.507759,2320.339,-359.374,319.794,-0.213944631,50.0225601,27.73692184
-5.396638,-38.185863,23.895517,-11.838621,36.598965,28.771551,2265.088,-354.608,335.81,-0.213944631,50.0225601,27.73692184
-5.819483,-47.533966,25.322069,-10.200518,44.768791,76.760345,2264.647,-318.745,363.513,-0.213944631,50.0225601,27.73692184
-5.796983,-17.400259,14.828017,13.108966,18.418447,7.301724,2233.165,-395.044,349.594,-0.213944631,50.0225601,27.73692184
6.865345,-29.371294,40.843964,3.384828,-11.690172,-7.230173,2273.652,-403.58,314.059,-0.213944631,50.0225601,27.73692184
